date,Close
2018-01-02,40.47983169555664
2018-01-03,40.472782135009766
2018-01-04,40.66078186035156
2018-01-05,41.12370681762695
2018-01-08,40.97097396850586
2018-01-09,40.96627426147461
2018-01-10,40.95687484741211
2018-01-11,41.18951416015625
2018-01-12,41.61485290527344
2018-01-16,41.40335464477539
2018-01-17,42.087188720703125
2018-01-18,42.124786376953125
2018-01-19,41.936798095703125
2018-01-22,41.593692779541016
2018-01-23,41.60310745239258
2018-01-24,40.940433502197266
2018-01-25,40.20960235595703
2018-01-26,40.303592681884766
2018-01-29,39.46936798095703
2018-01-30,39.236732482910156
2018-01-31,39.344818115234375
2018-02-01,39.42707061767578
2018-02-02,37.71632385253906
2018-02-05,36.77399444580078
2018-02-06,38.31085968017578
2018-02-07,37.490726470947266
2018-02-08,36.4591178894043
2018-02-09,36.905059814453125
2018-02-12,38.39154815673828
2018-02-13,38.776153564453125
2018-02-14,39.49108123779297
2018-02-15,40.817134857177734
2018-02-16,40.68498611450195
2018-02-20,40.54814910888672
2018-02-21,40.364105224609375
2018-02-22,40.701507568359375
2018-02-23,41.40935134887695
2018-02-26,42.228118896484375
2018-02-27,42.09126281738281
2018-02-28,42.027549743652344
2018-03-01,41.2913818359375
2018-03-02,41.57689666748047
2018-03-05,41.7208251953125
2018-03-06,41.685420989990234
2018-03-07,41.29845428466797
2018-03-08,41.74913787841797
2018-03-09,42.466426849365234
2018-03-12,42.876983642578125
2018-03-13,42.46405792236328
2018-03-14,42.10306167602539
2018-03-15,42.15261459350586
2018-03-16,42.00395584106445
2018-03-19,41.36217498779297
2018-03-20,41.34801483154297
2018-03-21,40.411285400390625
2018-03-22,39.84028244018555
2018-03-23,38.917720794677734
2018-03-26,40.76520919799805
2018-03-27,39.7199592590332
2018-03-28,39.28108215332031
2018-03-29,39.58782958984375
2018-04-02,39.32827377319336
2018-04-03,39.73175048828125
2018-04-04,40.491519927978516
2018-04-05,40.772300720214844
2018-04-06,39.729393005371094
2018-04-09,40.123435974121094
2018-04-10,40.878475189208984
2018-04-11,40.687347412109375
2018-04-12,41.088470458984375
2018-04-13,41.227684020996094
2018-04-16,41.484859466552734
2018-04-17,42.055870056152344
2018-04-18,41.961483001708984
2018-04-19,40.772300720214844
2018-04-20,39.10176467895508
2018-04-23,38.98849868774414
2018-04-24,38.44581985473633
2018-04-25,38.61333465576172
2018-04-26,38.747833251953125
2018-04-27,38.299530029296875
2018-04-30,38.99322509765625
2018-05-01,39.89927673339844
2018-05-02,41.66183853149414
2018-05-03,41.737327575683594
2018-05-04,43.37482833862305
2018-05-07,43.68864822387695
2018-05-08,43.89863967895508
2018-05-09,44.20772933959961
2018-05-10,44.8400764465332
2018-05-11,44.66953659057617
2018-05-14,44.565330505371094
2018-05-15,44.1602897644043
2018-05-16,44.57242202758789
2018-05-17,44.29056167602539
2018-05-18,44.1295051574707
2018-05-21,44.44215774536133
2018-05-22,44.33082580566406
2018-05-23,44.61506271362305
2018-05-24,44.565330505371094
2018-05-25,44.667171478271484
2018-05-29,44.50611877441406
2018-05-30,44.411376953125
2018-05-31,44.26213836669922
2018-06-01,45.06037521362305
2018-06-04,45.436973571777344
2018-06-05,45.78752517700195
2018-06-06,45.94622039794922
2018-06-07,45.823062896728516
2018-06-08,45.40617752075195
2018-06-11,45.29485321044922
2018-06-12,45.543556213378906
2018-06-13,45.1693229675293
2018-06-14,45.19300842285156
2018-06-15,44.72875213623047
2018-06-18,44.70508575439453
2018-06-19,43.98264694213867
2018-06-20,44.17450714111328
2018-06-21,43.92817306518555
2018-06-22,43.8002815246582
2018-06-25,43.148902893066406
2018-06-26,43.684200286865234
2018-06-27,43.62025451660156
2018-06-28,43.937652587890625
2018-06-29,43.845279693603516
2018-07-02,44.335567474365234
2018-07-03,43.56340026855469
2018-07-05,43.91395568847656
2018-07-06,44.52268981933594
2018-07-09,45.14088439941406
2018-07-10,45.08641815185547
2018-07-11,44.501365661621094
2018-07-12,45.247493743896484
2018-07-13,45.318546295166016
2018-07-16,45.21906280517578
2018-07-17,45.34696960449219
2018-07-18,45.0982551574707
2018-07-19,45.44881820678711
2018-07-20,45.34459686279297
2018-07-23,45.38487243652344
2018-07-24,45.714107513427734
2018-07-25,46.145198822021484
2018-07-26,46.00070571899414
2018-07-27,45.235633850097656
2018-07-30,44.98220443725586
2018-07-31,45.07220458984375
2018-08-01,47.7274169921875
2018-08-02,49.12253189086914
2018-08-03,49.2646484375
2018-08-06,49.520450592041016
2018-08-07,49.05619430541992
2018-08-08,49.0893669128418
2018-08-09,49.47543716430664
2018-08-10,49.32807922363281
2018-08-13,49.64657974243164
2018-08-14,49.855751037597656
2018-08-15,49.972225189208984
2018-08-16,50.704307556152344
2018-08-17,51.71689224243164
2018-08-20,51.21297073364258
2018-08-21,51.113136291503906
2018-08-22,51.115509033203125
2018-08-23,51.22010803222656
2018-08-24,51.379356384277344
2018-08-27,51.80244827270508
2018-08-28,52.22077178955078
2018-08-29,53.00041198730469
2018-08-30,53.48768615722656
2018-08-31,54.105674743652344
2018-09-04,54.27920150756836
2018-09-05,53.92503356933594
2018-09-06,53.02893829345703
2018-09-07,52.60109329223633
2018-09-10,51.895137786865234
2018-09-11,53.20721435546875
2018-09-12,52.54643249511719
2018-09-13,53.81569290161133
2018-09-14,53.204830169677734
2018-09-17,51.78817367553711
2018-09-18,51.87375259399414
2018-09-19,51.904666900634766
2018-09-20,52.299217224121094
2018-09-21,51.73589324951172
2018-09-24,52.47986602783203
2018-09-25,52.81264114379883
2018-09-26,52.39192199707031
2018-09-27,53.468666076660156
2018-09-28,53.65644454956055
2018-10-01,54.017723083496094
2018-10-02,54.497859954833984
2018-10-03,55.16101837158203
2018-10-04,54.191246032714844
2018-10-05,53.3117790222168
2018-10-08,53.18819046020508
2018-10-09,53.92503356933594
2018-10-10,51.4268913269043
2018-10-11,50.972900390625
2018-10-12,52.793609619140625
2018-10-15,51.66457748413086
2018-10-16,52.80312728881836
2018-10-17,52.574947357177734
2018-10-18,51.346092224121094
2018-10-19,52.12808609008789
2018-10-22,52.44658660888672
2018-10-23,52.94098663330078
2018-10-24,51.12501525878906
2018-10-25,52.24455642700195
2018-10-26,51.412628173828125
2018-10-29,50.44760513305664
2018-10-30,50.699554443359375
2018-10-31,52.0211181640625
2018-11-01,52.81975173950195
2018-11-02,49.31618118286133
2018-11-05,47.916202545166016
2018-11-06,48.43436050415039
2018-11-07,49.90329360961914
2018-11-08,49.72917175292969
2018-11-09,48.77030944824219
2018-11-12,46.31355667114258
2018-11-13,45.85082244873047
2018-11-14,44.55565643310547
2018-11-15,45.655242919921875
2018-11-16,46.16090393066406
2018-11-19,44.331451416015625
2018-11-20,42.213382720947266
2018-11-21,42.165679931640625
2018-11-23,41.0947265625
2018-11-26,41.650482177734375
2018-11-27,41.55984878540039
2018-11-28,43.157928466796875
2018-11-29,42.82638931274414
2018-11-30,42.59501266479492
2018-12-03,44.0833854675293
2018-12-04,42.14421844482422
2018-12-06,41.674339294433594
2018-12-07,40.188350677490234
2018-12-10,40.453102111816406
2018-12-11,40.22173309326172
2018-12-12,40.3338508605957
2018-12-13,40.77511215209961
2018-12-14,39.470401763916016
2018-12-17,39.103084564208984
2018-12-18,39.61112594604492
2018-12-19,38.37559127807617
2018-12-20,37.407196044921875
2018-12-21,35.952213287353516
2018-12-24,35.0219841003418
2018-12-26,37.4882926940918
2018-12-27,37.244998931884766
2018-12-28,37.26408386230469
2018-12-31,37.62424850463867
2019-01-02,37.66719055175781
2019-01-03,33.91526794433594
2019-01-04,35.363067626953125
2019-01-07,35.28435516357422
2019-01-08,35.956993103027344
2019-01-09,36.567604064941406
2019-01-10,36.68447494506836
2019-01-11,36.324310302734375
2019-01-14,35.77809524536133
2019-01-15,36.5103645324707
2019-01-16,36.95638656616211
2019-01-17,37.175838470458984
2019-01-18,37.40481948852539
2019-01-22,36.56521987915039
2019-01-23,36.71310043334961
2019-01-24,36.42210388183594
2019-01-25,37.62902069091797
2019-01-28,37.28077697753906
2019-01-29,36.89438247680664
2019-01-30,39.41553497314453
2019-01-31,39.69938278198242
2019-02-01,39.71846389770508
2019-02-04,40.84667205810547
2019-02-05,41.54552459716797
2019-02-06,41.55984878540039
2019-02-07,40.77272033691406
2019-02-08,40.82062530517578
2019-02-11,40.585872650146484
2019-02-12,40.93561553955078
2019-02-13,40.765533447265625
2019-02-14,40.9140510559082
2019-02-15,40.823028564453125
2019-02-19,40.94519805908203
2019-02-20,41.20868682861328
2019-02-21,40.9763298034668
2019-02-22,41.43385696411133
2019-02-25,41.73568344116211
2019-02-26,41.759647369384766
2019-02-27,41.88899612426758
